course_id,title,department,level,credits
STAT-613,Applied Multivariate Statistics,STAT,GR,3
STAT-615,Design and Analysis of Experiments,STAT,GR,3
STAT-616,Advanced Design of Experiments,STAT,GR,3
STAT-617,Multivariate Methods and Statistical Learning,STAT,GR,3
STAT-619,Time Series Analysis,STAT,GR,3
STAT-621,Survival Analysis,STAT,GR,3
STAT-622,Statistical Network Analysis,STAT,GR,3
STAT-631,Introduction to Python,STAT,GR,3
STAT-632,Introduction to JMP Software,STAT,GR,3
STAT-633,Math Review for Statistics,STAT,GR,3
STAT-634,Introduction to R,STAT,GR,3
STAT-640,Statistical Consulting,STAT,GR,3
STAT-641,Professional Statistical Practice,STAT,GR,3
STAT-656,Biostatistics,STAT,GR,3
STAT-657,Statistics for Earth Sciences,STAT,GR,3
STAT-659,Spatial Statistics,STAT,GR,3
STAT-664,Statistics Internship,STAT,GR,3
STAT-666,Independent Study,STAT,GR,3
STAT-667,SEMINAR,STAT,GR,3
STAT-668,Research Project,STAT,GR,3
STAT-669,Masters Thesis,STAT,GR,3
STAT-670,Probability Theory in Statistics,STAT,GR,3
STAT-671,Mathematical Statistics,STAT,GR,3
STAT-672,Python and Database Management,STAT,GR,3
STAT-673,Econometrics and Statistics for Economics Research,STAT,GR,3
STAT-674,Applied Data Base Management,STAT,GR,3
